,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Request.Hour,Drop.Hour,TimeSlot
3232,544,City,99,Cancelled,7/11/2016 10:07,7/11/2016 21:29,10,21,Morning(09-11)
3233,1227,Airport,99,Cancelled,7/11/2016 21:32,7/12/2016 5:58,21,5,Late evening(17-21)
3234,1489,City,99,Cancelled,7/12/2016 5:21,7/11/2016 3:03,5,3,Early morning(05-08)
3235,2588,Airport,99,Cancelled,7/12/2016 21:45,7/11/2016 6:10,21,6,Late evening(17-21)
3236,3152,City,99,Cancelled,7/13/2016 8:57,7/11/2016 18:19,8,18,Early morning(05-08)
3237,5853,City,99,Cancelled,7/15/2016 9:10,7/11/2016 20:38,9,20,Morning(09-11)
3238,2933,City,100,Cancelled,7/13/2016 6:26,7/12/2016 21:33,6,21,Early morning(05-08)
3239,5543,City,100,Cancelled,7/15/2016 5:30,7/11/2016 7:17,5,7,Early morning(05-08)
3240,1356,City,101,Cancelled,7/11/2016 23:42,7/12/2016 0:32,23,0,Night(22-24)
3241,1403,City,101,Cancelled,7/12/2016 2:39,7/12/2016 6:07,2,6,Mid-night(00-04)
3242,2459,Airport,101,Cancelled,7/12/2016 20:30,7/11/2016 3:23,20,3,Late evening(17-21)
3243,3023,City,101,Cancelled,7/13/2016 7:27,7/11/2016 7:47,7,7,Early morning(05-08)
3244,4444,City,101,Cancelled,7/14/2016 8:28,7/11/2016 19:19,8,19,Early morning(05-08)
3245,1733,City,102,Cancelled,7/12/2016 8:23,7/11/2016 22:29,8,22,Early morning(05-08)
3246,1937,Airport,102,Cancelled,7/12/2016 11:26,7/12/2016 9:52,11,9,Morning(09-11)
3247,5614,City,102,Cancelled,7/15/2016 6:14,7/12/2016 12:41,6,12,Early morning(05-08)
3248,5718,City,102,Cancelled,7/15/2016 7:39,7/11/2016 10:04,7,10,Early morning(05-08)
3249,334,City,103,Cancelled,7/11/2016 7:40,7/11/2016 18:58,7,18,Early morning(05-08)
3250,1107,City,103,Cancelled,7/11/2016 20:14,7/12/2016 2:42,20,2,Late evening(17-21)
3251,3033,City,103,Cancelled,7/13/2016 7:35,7/12/2016 12:17,7,12,Early morning(05-08)
3252,3099,City,103,Cancelled,7/13/2016 8:22,7/11/2016 14:55,8,14,Early morning(05-08)
3253,4302,City,103,Cancelled,7/14/2016 6:48,7/11/2016 21:20,6,21,Early morning(05-08)
3254,4829,City,103,Cancelled,7/14/2016 17:25,7/11/2016 6:28,17,6,Late evening(17-21)
3255,5854,Airport,103,Cancelled,7/15/2016 9:09,7/12/2016 8:48,9,8,Morning(09-11)
3256,427,City,104,Cancelled,7/11/2016 8:48,7/12/2016 19:49,8,19,Early morning(05-08)
3257,852,Airport,104,Cancelled,7/11/2016 17:48,7/11/2016 6:39,17,6,Late evening(17-21)
3258,1931,City,104,Cancelled,7/12/2016 11:13,7/12/2016 0:07,11,0,Morning(09-11)
3259,3292,Airport,104,Cancelled,7/13/2016 11:18,7/12/2016 6:04,11,6,Morning(09-11)
3260,5154,Airport,104,Cancelled,7/14/2016 20:19,7/12/2016 6:22,20,6,Late evening(17-21)
3261,5627,City,104,Cancelled,7/15/2016 6:34,7/12/2016 10:11,6,10,Early morning(05-08)
3262,5751,City,104,Cancelled,7/15/2016 8:03,7/12/2016 17:33,8,17,Early morning(05-08)
3263,308,City,105,Cancelled,7/11/2016 7:22,7/12/2016 20:40,7,20,Early morning(05-08)
3264,2890,City,105,Cancelled,7/13/2016 5:55,7/11/2016 14:07,5,14,Early morning(05-08)
3265,4245,City,105,Cancelled,7/14/2016 5:58,7/11/2016 16:27,5,16,Early morning(05-08)
3266,4423,City,105,Cancelled,7/14/2016 8:18,7/12/2016 12:04,8,12,Early morning(05-08)
3267,212,City,106,Cancelled,7/11/2016 6:09,7/11/2016 6:04,6,6,Early morning(05-08)
3268,3034,City,106,Cancelled,7/13/2016 7:39,7/11/2016 6:57,7,6,Early morning(05-08)
3269,6669,City,106,Cancelled,7/15/2016 22:12,7/12/2016 10:38,22,10,Night(22-24)
3270,252,City,107,Cancelled,7/11/2016 6:36,7/12/2016 14:19,6,14,Early morning(05-08)
3271,391,City,107,Cancelled,7/11/2016 8:24,7/11/2016 7:54,8,7,Early morning(05-08)
3272,412,City,107,Cancelled,7/11/2016 8:37,7/11/2016 20:44,8,20,Early morning(05-08)
3273,5709,City,107,Cancelled,7/15/2016 7:44,7/11/2016 23:45,7,23,Early morning(05-08)
3274,6300,Airport,107,Cancelled,7/15/2016 18:20,7/12/2016 9:39,18,9,Late evening(17-21)
3275,381,City,108,Cancelled,7/11/2016 8:16,7/12/2016 16:30,8,16,Early morning(05-08)
3276,3030,City,108,Cancelled,7/13/2016 7:32,7/11/2016 1:58,7,1,Early morning(05-08)
3277,3671,Airport,108,Cancelled,7/13/2016 19:28,7/12/2016 11:53,19,11,Late evening(17-21)
3278,4186,City,108,Cancelled,7/14/2016 5:24,7/11/2016 22:11,5,22,Early morning(05-08)
3279,4281,City,108,Cancelled,7/14/2016 6:23,7/12/2016 3:48,6,3,Early morning(05-08)
3280,1864,City,109,Cancelled,7/12/2016 9:54,7/12/2016 7:42,9,7,Morning(09-11)
3281,2073,City,109,Cancelled,7/12/2016 15:27,7/11/2016 6:14,15,6,Afternoon(12-16)
3282,3113,City,109,Cancelled,7/13/2016 8:36,7/11/2016 12:17,8,12,Early morning(05-08)
3283,4885,City,109,Cancelled,7/14/2016 17:56,7/11/2016 16:03,17,16,Late evening(17-21)
3284,326,City,110,Cancelled,7/11/2016 7:33,7/11/2016 18:16,7,18,Early morning(05-08)
3285,1401,City,110,Cancelled,7/12/2016 2:42,7/12/2016 16:10,2,16,Mid-night(00-04)
3286,2792,City,110,Cancelled,7/13/2016 4:58,7/11/2016 20:20,4,20,Mid-night(00-04)
3287,149,City,111,Cancelled,7/11/2016 5:29,7/12/2016 5:41,5,5,Early morning(05-08)
3288,368,City,111,Cancelled,7/11/2016 8:06,7/12/2016 21:30,8,21,Early morning(05-08)
3289,1927,City,111,Cancelled,7/12/2016 11:08,7/11/2016 10:58,11,10,Morning(09-11)
3290,2068,Airport,112,Cancelled,7/12/2016 15:13,7/12/2016 0:50,15,0,Afternoon(12-16)
3291,2396,Airport,112,Cancelled,7/12/2016 19:52,7/12/2016 22:03,19,22,Late evening(17-21)
3292,4890,City,112,Cancelled,7/14/2016 17:55,7/11/2016 4:35,17,4,Late evening(17-21)
3293,2117,City,113,Cancelled,7/12/2016 16:33,7/11/2016 7:50,16,7,Afternoon(12-16)
3294,2780,City,113,Cancelled,7/13/2016 4:43,7/11/2016 19:46,4,19,Mid-night(00-04)
3295,4863,Airport,113,Cancelled,7/14/2016 17:40,7/12/2016 20:13,17,20,Late evening(17-21)
3296,5782,City,113,Cancelled,7/15/2016 8:35,7/11/2016 13:28,8,13,Early morning(05-08)
3297,188,City,114,Cancelled,7/11/2016 5:54,7/11/2016 17:35,5,17,Early morning(05-08)
3298,1699,City,114,Cancelled,7/12/2016 8:02,7/11/2016 19:40,8,19,Early morning(05-08)
3299,3043,City,114,Cancelled,7/13/2016 7:42,7/12/2016 14:01,7,14,Early morning(05-08)
3300,3818,Airport,114,Cancelled,7/13/2016 21:06,7/12/2016 19:01,21,19,Late evening(17-21)
3301,4187,City,114,Cancelled,7/14/2016 5:27,7/12/2016 22:01,5,22,Early morning(05-08)
3302,4381,City,114,Cancelled,7/14/2016 7:45,7/11/2016 5:34,7,5,Early morning(05-08)
3303,4530,City,114,Cancelled,7/14/2016 9:33,7/11/2016 11:11,9,11,Morning(09-11)
3304,4774,Airport,114,Cancelled,7/14/2016 15:59,7/11/2016 21:30,15,21,Afternoon(12-16)
3305,5423,City,114,Cancelled,7/15/2016 2:11,7/12/2016 9:56,2,9,Mid-night(00-04)
3306,4011,City,115,Cancelled,7/13/2016 23:45,7/12/2016 18:27,23,18,Night(22-24)
3307,4556,City,115,Cancelled,7/14/2016 9:40,7/11/2016 10:48,9,10,Morning(09-11)
3308,354,City,116,Cancelled,7/11/2016 7:59,7/11/2016 13:39,7,13,Early morning(05-08)
3309,1618,City,116,Cancelled,7/12/2016 6:52,7/11/2016 22:14,6,22,Early morning(05-08)
3310,3019,City,117,Cancelled,7/13/2016 7:25,7/12/2016 10:58,7,10,Early morning(05-08)
3311,5469,City,117,Cancelled,7/15/2016 4:42,7/12/2016 20:58,4,20,Mid-night(00-04)
3312,5731,City,117,Cancelled,7/15/2016 7:47,7/11/2016 18:49,7,18,Early morning(05-08)
3313,5839,City,117,Cancelled,7/15/2016 8:57,7/11/2016 20:06,8,20,Early morning(05-08)
3314,1660,City,118,Cancelled,7/12/2016 7:26,7/12/2016 8:17,7,8,Early morning(05-08)
3315,3146,City,118,Cancelled,7/13/2016 8:56,7/12/2016 21:09,8,21,Early morning(05-08)
3316,174,Airport,119,Cancelled,7/11/2016 5:44,7/11/2016 8:55,5,8,Early morning(05-08)
3317,321,City,119,Cancelled,7/11/2016 7:30,7/11/2016 20:01,7,20,Early morning(05-08)
3318,2973,City,119,Cancelled,7/13/2016 6:57,7/12/2016 7:41,6,7,Early morning(05-08)
3319,5691,City,119,Cancelled,7/15/2016 7:26,7/12/2016 12:08,7,12,Early morning(05-08)
3320,5748,City,119,Cancelled,7/15/2016 7:57,7/11/2016 6:14,7,6,Early morning(05-08)
3321,404,City,120,Cancelled,7/11/2016 8:39,7/11/2016 10:44,8,10,Early morning(05-08)
3322,2474,Airport,120,Cancelled,7/12/2016 20:35,7/11/2016 13:46,20,13,Late evening(17-21)
3323,4374,City,120,Cancelled,7/14/2016 7:35,7/11/2016 20:05,7,20,Early morning(05-08)
3324,4461,City,120,Cancelled,7/14/2016 8:36,7/11/2016 23:07,8,23,Early morning(05-08)
3325,4731,City,120,Cancelled,7/14/2016 14:09,7/12/2016 8:13,14,8,Afternoon(12-16)
3326,5798,City,120,Cancelled,7/15/2016 8:40,7/12/2016 12:27,8,12,Early morning(05-08)
3327,3849,City,121,Cancelled,7/13/2016 21:36,7/11/2016 8:10,21,8,Late evening(17-21)
3328,5763,City,121,Cancelled,7/15/2016 8:20,7/12/2016 11:46,8,11,Early morning(05-08)
3329,5815,City,121,Cancelled,7/15/2016 8:47,7/11/2016 9:35,8,9,Early morning(05-08)
3330,5826,City,121,Cancelled,7/15/2016 8:50,7/11/2016 11:57,8,11,Early morning(05-08)
3331,3782,City,122,Cancelled,7/13/2016 20:45,7/11/2016 15:50,20,15,Late evening(17-21)
3332,4630,City,122,Cancelled,7/14/2016 11:17,7/11/2016 20:12,11,20,Morning(09-11)
3333,437,City,123,Cancelled,7/11/2016 8:59,7/12/2016 8:21,8,8,Early morning(05-08)
3334,122,City,124,Cancelled,7/11/2016 5:14,7/11/2016 15:00,5,15,Early morning(05-08)
3335,4487,City,124,Cancelled,7/14/2016 8:53,7/12/2016 6:49,8,6,Early morning(05-08)
3336,5551,City,124,Cancelled,7/15/2016 5:30,7/12/2016 15:37,5,15,Early morning(05-08)
3337,2927,City,125,Cancelled,7/13/2016 6:19,7/12/2016 18:59,6,18,Early morning(05-08)
3338,3176,City,125,Cancelled,7/13/2016 9:10,7/11/2016 6:19,9,6,Morning(09-11)
3339,3253,City,125,Cancelled,7/13/2016 10:19,7/11/2016 9:47,10,9,Morning(09-11)
3340,6759,City,125,Cancelled,7/15/2016 23:59,7/11/2016 12:37,23,12,Night(22-24)
3341,848,Airport,126,Cancelled,7/11/2016 17:44,7/11/2016 18:59,17,18,Late evening(17-21)
3342,1674,City,126,Cancelled,7/12/2016 7:47,7/11/2016 20:09,7,20,Early morning(05-08)
3343,3159,City,126,Cancelled,7/13/2016 9:11,7/12/2016 10:52,9,10,Morning(09-11)
3344,3208,City,126,Cancelled,7/13/2016 9:45,7/12/2016 19:03,9,19,Morning(09-11)
3345,2803,City,127,Cancelled,7/13/2016 4:58,7/12/2016 23:06,4,23,Mid-night(00-04)
3346,3232,Airport,127,Cancelled,7/13/2016 10:02,7/11/2016 11:26,10,11,Morning(09-11)
3347,4271,City,127,Cancelled,7/14/2016 6:13,7/11/2016 12:45,6,12,Early morning(05-08)
3348,5591,City,127,Cancelled,7/15/2016 5:58,7/12/2016 9:32,5,9,Early morning(05-08)
3349,549,City,128,Cancelled,7/11/2016 10:04,7/11/2016 1:11,10,1,Morning(09-11)
3350,1776,Airport,128,Cancelled,7/12/2016 9:02,7/11/2016 13:15,9,13,Morning(09-11)
3351,2910,City,128,Cancelled,7/13/2016 6:12,7/12/2016 7:47,6,7,Early morning(05-08)
3352,492,City,129,Cancelled,7/11/2016 9:32,7/12/2016 19:31,9,19,Morning(09-11)
3353,963,Airport,129,Cancelled,7/11/2016 18:44,7/11/2016 10:24,18,10,Late evening(17-21)
3354,1505,City,129,Cancelled,7/12/2016 5:39,7/11/2016 14:18,5,14,Early morning(05-08)
3355,2923,City,129,Cancelled,7/13/2016 6:23,7/11/2016 20:33,6,20,Early morning(05-08)
3356,4396,City,129,Cancelled,7/14/2016 7:55,7/12/2016 11:25,7,11,Early morning(05-08)
3357,5639,City,129,Cancelled,7/15/2016 6:44,7/11/2016 5:39,6,5,Early morning(05-08)
3358,6348,Airport,129,Cancelled,7/15/2016 18:50,7/11/2016 22:55,18,22,Late evening(17-21)
3359,253,City,130,Cancelled,7/11/2016 6:43,7/12/2016 17:49,6,17,Early morning(05-08)
3360,379,City,130,Cancelled,7/11/2016 8:18,7/11/2016 7:21,8,7,Early morning(05-08)
3361,463,City,130,Cancelled,7/11/2016 9:12,7/12/2016 0:50,9,0,Morning(09-11)
3362,1848,City,130,Cancelled,7/12/2016 9:41,7/12/2016 10:58,9,10,Morning(09-11)
3363,2897,City,130,Cancelled,7/13/2016 6:00,7/12/2016 14:32,6,14,Early morning(05-08)
3364,6398,Airport,130,Cancelled,7/15/2016 19:23,7/12/2016 14:00,19,14,Late evening(17-21)
3365,229,City,131,Cancelled,7/11/2016 6:23,7/11/2016 4:46,6,4,Early morning(05-08)
3366,1683,City,131,Cancelled,7/12/2016 7:57,7/11/2016 8:11,7,8,Early morning(05-08)
3367,1728,City,131,Cancelled,7/12/2016 8:20,7/12/2016 7:30,8,7,Early morning(05-08)
3368,1777,City,131,Cancelled,7/12/2016 8:58,7/12/2016 20:28,8,20,Early morning(05-08)
3369,1868,City,131,Cancelled,7/12/2016 9:59,7/11/2016 9:52,9,9,Morning(09-11)
3370,2801,City,131,Cancelled,7/13/2016 4:57,7/11/2016 23:10,4,23,Mid-night(00-04)
3371,2920,City,131,Cancelled,7/13/2016 6:22,7/12/2016 13:30,6,13,Early morning(05-08)
3372,5849,City,131,Cancelled,7/15/2016 9:09,7/12/2016 17:04,9,17,Morning(09-11)
3373,1738,City,132,Cancelled,7/12/2016 8:26,7/11/2016 13:14,8,13,Early morning(05-08)
3374,3107,City,132,Cancelled,7/13/2016 8:28,7/12/2016 7:58,8,7,Early morning(05-08)
3375,3359,Airport,132,Cancelled,7/13/2016 13:29,7/12/2016 14:57,13,14,Afternoon(12-16)
3376,4021,City,132,Cancelled,7/13/2016 23:56,7/11/2016 7:09,23,7,Night(22-24)
3377,4163,Airport,132,Cancelled,7/14/2016 5:08,7/11/2016 7:54,5,7,Early morning(05-08)
3378,4314,City,133,Cancelled,7/14/2016 6:51,7/11/2016 13:58,6,13,Early morning(05-08)
3379,5116,City,133,Cancelled,7/14/2016 20:08,7/12/2016 1:09,20,1,Late evening(17-21)
3380,1114,Airport,134,Cancelled,7/11/2016 20:19,7/12/2016 11:11,20,11,Late evening(17-21)
3381,5221,Airport,134,Cancelled,7/14/2016 21:01,7/12/2016 20:19,21,20,Late evening(17-21)
3382,5643,City,134,Cancelled,7/15/2016 6:50,7/11/2016 19:48,6,19,Early morning(05-08)
3383,1742,City,135,Cancelled,7/12/2016 8:30,7/11/2016 22:51,8,22,Early morning(05-08)
3384,1979,Airport,135,Cancelled,7/12/2016 12:25,7/12/2016 15:06,12,15,Afternoon(12-16)
3385,2860,City,135,Cancelled,7/13/2016 5:41,7/12/2016 21:04,5,21,Early morning(05-08)
3386,3206,City,135,Cancelled,7/13/2016 9:41,7/11/2016 8:43,9,8,Morning(09-11)
3387,5475,City,135,Cancelled,7/15/2016 4:49,7/11/2016 11:10,4,11,Mid-night(00-04)
3388,5710,City,135,Cancelled,7/15/2016 7:38,7/12/2016 15:20,7,15,Early morning(05-08)
3389,1555,Airport,136,Cancelled,7/12/2016 6:10,7/12/2016 21:04,6,21,Early morning(05-08)
3390,2672,City,136,Cancelled,7/12/2016 23:41,7/12/2016 10:24,23,10,Night(22-24)
3391,3697,Airport,136,Cancelled,7/13/2016 19:49,7/12/2016 16:43,19,16,Late evening(17-21)
3392,4928,Airport,136,Cancelled,7/14/2016 18:16,7/11/2016 9:47,18,9,Late evening(17-21)
3393,5663,City,136,Cancelled,7/15/2016 7:02,7/12/2016 1:06,7,1,Early morning(05-08)
3394,164,City,137,Cancelled,7/11/2016 5:40,7/11/2016 8:08,5,8,Early morning(05-08)
3395,2985,City,137,Cancelled,7/13/2016 7:05,7/11/2016 19:15,7,19,Early morning(05-08)
3396,3248,City,137,Cancelled,7/13/2016 10:17,7/12/2016 6:06,10,6,Morning(09-11)
3397,3794,City,137,Cancelled,7/13/2016 20:54,7/11/2016 4:19,20,4,Late evening(17-21)
3398,4834,Airport,137,Cancelled,7/14/2016 17:29,7/11/2016 18:41,17,18,Late evening(17-21)
3399,5517,City,137,Cancelled,7/15/2016 5:11,7/12/2016 8:12,5,8,Early morning(05-08)
3400,466,City,138,Cancelled,7/11/2016 9:14,7/12/2016 15:20,9,15,Morning(09-11)
3401,1678,City,138,Cancelled,7/12/2016 7:39,7/11/2016 18:12,7,18,Early morning(05-08)
3402,1801,City,138,Cancelled,7/12/2016 9:18,7/12/2016 7:14,9,7,Morning(09-11)
3403,1819,City,138,Cancelled,7/12/2016 9:25,7/12/2016 16:47,9,16,Morning(09-11)
3404,3020,City,138,Cancelled,7/13/2016 7:30,7/11/2016 10:10,7,10,Early morning(05-08)
3405,3169,Airport,138,Cancelled,7/13/2016 9:13,7/11/2016 11:53,9,11,Morning(09-11)
3406,3495,Airport,138,Cancelled,7/13/2016 17:32,7/11/2016 14:08,17,14,Late evening(17-21)
3407,4365,City,138,Cancelled,7/14/2016 7:28,7/12/2016 0:53,7,0,Early morning(05-08)
3408,4562,City,138,Cancelled,7/14/2016 9:48,7/12/2016 8:21,9,8,Morning(09-11)
3409,1697,City,139,Cancelled,7/12/2016 7:59,7/11/2016 15:06,7,15,Early morning(05-08)
3410,1853,City,139,Cancelled,7/12/2016 9:51,7/11/2016 17:24,9,17,Morning(09-11)
3411,2848,City,139,Cancelled,7/13/2016 5:36,7/12/2016 23:07,5,23,Early morning(05-08)
3412,4327,City,139,Cancelled,7/14/2016 7:07,7/11/2016 12:49,7,12,Early morning(05-08)
3413,4345,City,139,Cancelled,7/14/2016 7:22,7/12/2016 6:03,7,6,Early morning(05-08)
3414,4802,City,139,Cancelled,7/14/2016 17:07,7/12/2016 9:54,17,9,Late evening(17-21)
3415,1955,Airport,140,Cancelled,7/12/2016 11:47,7/12/2016 14:33,11,14,Morning(09-11)
3416,3840,Airport,140,Cancelled,7/13/2016 21:33,7/12/2016 18:35,21,18,Late evening(17-21)
3417,4183,City,140,Cancelled,7/14/2016 5:20,7/11/2016 1:06,5,1,Early morning(05-08)
3418,4465,City,140,Cancelled,7/14/2016 8:39,7/11/2016 9:57,8,9,Early morning(05-08)
3419,1795,City,141,Cancelled,7/12/2016 9:03,7/12/2016 8:38,9,8,Morning(09-11)
3420,2049,Airport,141,Cancelled,7/12/2016 14:45,7/12/2016 15:21,14,15,Afternoon(12-16)
3421,2811,City,141,Cancelled,7/13/2016 5:05,7/11/2016 10:14,5,10,Early morning(05-08)
3422,3171,Airport,141,Cancelled,7/13/2016 9:17,7/11/2016 13:09,9,13,Morning(09-11)
3423,4557,City,141,Cancelled,7/14/2016 9:42,7/12/2016 12:03,9,12,Morning(09-11)
3424,5538,City,141,Cancelled,7/15/2016 5:28,7/12/2016 18:18,5,18,Early morning(05-08)
3425,556,City,142,Cancelled,7/11/2016 10:11,7/11/2016 6:01,10,6,Morning(09-11)
3426,1854,City,142,Cancelled,7/12/2016 9:47,7/11/2016 17:23,9,17,Morning(09-11)
3427,1897,City,142,Cancelled,7/12/2016 10:23,7/11/2016 20:08,10,20,Morning(09-11)
3428,2537,City,142,Cancelled,7/12/2016 21:13,7/11/2016 23:04,21,23,Late evening(17-21)
3429,3053,City,142,Cancelled,7/13/2016 7:44,7/12/2016 7:13,7,7,Early morning(05-08)
3430,3050,City,142,Cancelled,7/13/2016 7:48,7/12/2016 14:36,7,14,Early morning(05-08)
3431,3110,City,142,Cancelled,7/13/2016 8:34,7/12/2016 20:11,8,20,Early morning(05-08)
3432,5524,City,142,Cancelled,7/15/2016 5:13,7/11/2016 9:32,5,9,Early morning(05-08)
3433,5714,City,142,Cancelled,7/15/2016 7:33,7/12/2016 18:07,7,18,Early morning(05-08)
3434,5783,City,142,Cancelled,7/15/2016 8:30,7/11/2016 7:05,8,7,Early morning(05-08)
3435,1982,City,143,Cancelled,7/12/2016 12:20,7/11/2016 14:38,12,14,Afternoon(12-16)
3436,5251,Airport,143,Cancelled,7/14/2016 21:17,7/11/2016 18:47,21,18,Late evening(17-21)
3437,85,City,144,Cancelled,7/11/2016 4:47,7/12/2016 8:32,4,8,Mid-night(00-04)
3438,459,City,144,Cancelled,7/11/2016 9:17,7/12/2016 11:54,9,11,Morning(09-11)
3439,1507,City,144,Cancelled,7/12/2016 5:44,7/12/2016 18:30,5,18,Early morning(05-08)
3440,4231,City,144,Cancelled,7/14/2016 5:56,7/11/2016 6:49,5,6,Early morning(05-08)
3441,4427,City,144,Cancelled,7/14/2016 8:22,7/11/2016 15:27,8,15,Early morning(05-08)
3442,5640,City,144,Cancelled,7/15/2016 6:42,7/11/2016 21:57,6,21,Early morning(05-08)
3443,317,City,145,Cancelled,7/11/2016 7:29,7/12/2016 3:42,7,3,Early morning(05-08)
3444,5581,City,145,Cancelled,7/15/2016 5:53,7/12/2016 7:15,5,7,Early morning(05-08)
3445,6288,City,145,Cancelled,7/15/2016 18:17,7/12/2016 10:42,18,10,Late evening(17-21)
3446,1267,City,146,Cancelled,7/11/2016 22:01,7/12/2016 19:36,22,19,Night(22-24)
3447,2026,Airport,146,Cancelled,7/12/2016 14:00,7/11/2016 10:05,14,10,Afternoon(12-16)
3448,2150,City,146,Cancelled,7/12/2016 17:16,7/11/2016 20:52,17,20,Late evening(17-21)
3449,2389,City,146,Cancelled,7/12/2016 19:52,7/12/2016 12:27,19,12,Late evening(17-21)
3450,954,Airport,147,Cancelled,7/11/2016 18:35,7/11/2016 13:55,18,13,Late evening(17-21)
3451,2795,City,147,Cancelled,7/13/2016 4:55,7/12/2016 14:06,4,14,Mid-night(00-04)
3452,4184,City,147,Cancelled,7/14/2016 5:19,7/12/2016 21:50,5,21,Early morning(05-08)
3453,4563,City,147,Cancelled,7/14/2016 9:46,7/11/2016 12:57,9,12,Morning(09-11)
3454,774,Airport,148,Cancelled,7/11/2016 16:28,7/11/2016 19:39,16,19,Afternoon(12-16)
3455,2777,City,148,Cancelled,7/13/2016 4:43,7/11/2016 23:52,4,23,Mid-night(00-04)
3456,2891,City,148,Cancelled,7/13/2016 5:52,7/12/2016 17:03,5,17,Early morning(05-08)
3457,6377,City,148,Cancelled,7/15/2016 19:14,7/12/2016 20:12,19,20,Late evening(17-21)
3458,1561,City,149,Cancelled,7/12/2016 6:14,7/11/2016 16:27,6,16,Early morning(05-08)
3459,1888,City,149,Cancelled,7/12/2016 10:12,7/12/2016 10:44,10,10,Morning(09-11)
3460,4192,City,149,Cancelled,7/14/2016 5:25,7/12/2016 17:44,5,17,Early morning(05-08)
3461,4455,City,149,Cancelled,7/14/2016 8:33,7/11/2016 7:45,8,7,Early morning(05-08)
3462,4527,City,149,Cancelled,7/14/2016 9:27,7/12/2016 0:05,9,0,Morning(09-11)
3463,4575,City,149,Cancelled,7/14/2016 9:54,7/12/2016 13:57,9,13,Morning(09-11)
3464,1116,Airport,150,Cancelled,7/11/2016 20:25,7/12/2016 21:51,20,21,Late evening(17-21)
3465,3061,City,150,Cancelled,7/13/2016 7:53,7/11/2016 10:12,7,10,Early morning(05-08)
3466,4431,City,150,Cancelled,7/14/2016 8:23,7/12/2016 6:38,8,6,Early morning(05-08)
3467,227,Airport,151,Cancelled,7/11/2016 6:20,7/12/2016 8:24,6,8,Early morning(05-08)
3468,1434,City,151,Cancelled,7/12/2016 4:43,7/12/2016 19:46,4,19,Mid-night(00-04)
3469,3040,City,151,Cancelled,7/13/2016 7:41,7/11/2016 16:47,7,16,Early morning(05-08)
3470,4366,City,152,Cancelled,7/14/2016 7:29,7/12/2016 21:55,7,21,Early morning(05-08)
3471,4594,City,152,Cancelled,7/14/2016 10:07,7/11/2016 3:31,10,3,Morning(09-11)
3472,358,City,153,Cancelled,7/11/2016 8:00,7/11/2016 15:02,8,15,Early morning(05-08)
3473,865,Airport,153,Cancelled,7/11/2016 17:58,7/11/2016 17:57,17,17,Late evening(17-21)
3474,4822,Airport,153,Cancelled,7/14/2016 17:20,7/12/2016 16:27,17,16,Late evening(17-21)
3475,5290,Airport,153,Cancelled,7/14/2016 21:50,7/12/2016 20:04,21,20,Late evening(17-21)
3476,1202,Airport,154,Cancelled,7/11/2016 21:20,7/11/2016 15:34,21,15,Late evening(17-21)
3477,2840,City,154,Cancelled,7/13/2016 5:26,7/11/2016 17:44,5,17,Early morning(05-08)
3478,5642,City,154,Cancelled,7/15/2016 6:51,7/12/2016 0:06,6,0,Early morning(05-08)
3479,5788,City,154,Cancelled,7/15/2016 8:32,7/12/2016 9:13,8,9,Early morning(05-08)
3480,5792,City,154,Cancelled,7/15/2016 8:38,7/12/2016 13:25,8,13,Early morning(05-08)
3481,1172,Airport,155,Cancelled,7/11/2016 20:49,7/12/2016 23:21,20,23,Late evening(17-21)
3482,5860,City,155,Cancelled,7/15/2016 9:13,7/11/2016 17:08,9,17,Morning(09-11)
3483,1245,Airport,156,Cancelled,7/11/2016 21:41,7/11/2016 23:52,21,23,Late evening(17-21)
3484,1544,City,157,Cancelled,7/12/2016 6:04,7/12/2016 10:19,6,10,Early morning(05-08)
3485,4287,City,157,Cancelled,7/14/2016 6:33,7/12/2016 21:36,6,21,Early morning(05-08)
3486,4308,City,157,Cancelled,7/14/2016 6:48,7/11/2016 9:53,6,9,Early morning(05-08)
3487,5577,City,157,Cancelled,7/15/2016 5:55,7/12/2016 0:06,5,0,Early morning(05-08)
3488,5760,City,157,Cancelled,7/15/2016 8:14,7/12/2016 7:19,8,7,Early morning(05-08)
3489,5855,City,157,Cancelled,7/15/2016 9:06,7/12/2016 20:38,9,20,Morning(09-11)
3490,76,City,158,Cancelled,7/11/2016 4:45,7/11/2016 10:42,4,10,Mid-night(00-04)
3491,366,City,158,Cancelled,7/11/2016 8:04,7/11/2016 17:18,8,17,Early morning(05-08)
3492,371,City,158,Cancelled,7/11/2016 8:07,7/11/2016 22:55,8,22,Early morning(05-08)
3493,3564,Airport,158,Cancelled,7/13/2016 18:18,7/12/2016 8:06,18,8,Late evening(17-21)
3494,181,City,159,Cancelled,7/11/2016 5:46,7/12/2016 12:44,5,12,Early morning(05-08)
3495,1503,City,159,Cancelled,7/12/2016 5:39,7/12/2016 21:40,5,21,Early morning(05-08)
3496,1863,City,159,Cancelled,7/12/2016 9:55,7/11/2016 19:37,9,19,Morning(09-11)
3497,175,City,160,Cancelled,7/11/2016 5:45,7/12/2016 5:19,5,5,Early morning(05-08)
3498,1749,City,160,Cancelled,7/12/2016 8:33,7/12/2016 17:46,8,17,Early morning(05-08)
